@relation housing_train_cleaned-weka.filters.unsupervised.attribute.Remove-R3-13-weka.filters.unsupervised.attribute.Remove-V-R1-3

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute demand {yes,no,unknown}

@data
929,apartment,yes
988,apartment,yes
1345,apartment,yes
1550,apartment,yes
930,apartment,yes
1315,apartment,yes
1268,apartment,yes
1325,apartment,yes
1395,apartment,yes
925,apartment,yes
1390,apartment,yes
1000,house,yes
1460,apartment,yes
1699,apartment,yes
1188,apartment,yes
1279,apartment,yes
1208,apartment,yes
1239,apartment,yes
1287,apartment,yes
1205,apartment,yes
1600,condo,yes
0,apartment,yes
2998,house,no
1725,house,yes
1334,apartment,yes
2500,house,no
1610,apartment,yes
1390,house,yes
745,apartment,yes
1265,apartment,yes
1535,apartment,yes
1500,apartment,yes
999,manufactured,yes
949,house,yes
949,manufactured,yes
1695,house,no
2895,house,no
849,house,yes
885,apartment,yes
1750,condo,yes
1100,townhouse,yes
1404,apartment,yes
1673,apartment,yes
1074,apartment,yes
981,apartment,no
3800,house,yes
1050,apartment,yes
1095,apartment,yes
2700,house,yes
962,apartment,yes
1614,apartment,yes
1100,cottage/cabin,yes
878,apartment,yes
1877,apartment,yes
1424,apartment,yes
1040,apartment,yes
1739,apartment,yes
1804,apartment,yes
1590,apartment,yes
1310,apartment,yes
1375,apartment,yes
1030,apartment,yes
900,condo,yes
548,house,no
936,apartment,yes
1338,apartment,yes
1861,apartment,yes
1174,apartment,yes
1850,apartment,yes
1260,apartment,yes
921,apartment,yes
639,apartment,yes
1588,apartment,yes
1233,apartment,yes
1599,house,yes
1999,house,yes
985,apartment,yes
1836,apartment,yes
1580,townhouse,yes
1660,apartment,yes
800,apartment,yes
1400,apartment,yes
1300,apartment,yes
1375,apartment,yes
1389,apartment,yes
1180,apartment,yes
1250,house,no
1200,house,yes
1300,manufactured,yes
3333,house,yes
1000,townhouse,yes
1499,apartment,yes
1199,apartment,yes
1699,apartment,yes
946,apartment,yes
925,apartment,yes
1300,house,yes
1400,townhouse,yes
1096,apartment,yes
1650,house,yes
1190,house,yes
1399,apartment,yes
1125,apartment,yes
1129,house,yes
1246,apartment,yes
896,house,yes
900,apartment,yes
1175,apartment,yes
794,house,yes
794,house,yes
988,apartment,yes
795,apartment,yes
1900,house,yes
1490,apartment,yes
1995,house,yes
850,manufactured,yes
800,apartment,yes
1141,apartment,yes
795,condo,yes
952,apartment,yes
1318,apartment,yes
999,apartment,yes
1408,apartment,yes
1245,house,yes
1225,apartment,yes
795,condo,yes
1595,condo,yes
1495,house,yes
1800,apartment,yes
1250,apartment,yes
1438,apartment,yes
1050,house,yes
0,apartment,yes
866,apartment,yes
900,house,yes
1085,apartment,yes
1038,apartment,yes
1518,apartment,yes
874,apartment,yes
1259,apartment,yes
1157,apartment,yes
1558,apartment,yes
1088,apartment,yes
1125,condo,yes
962,apartment,yes
1350,apartment,yes
1114,apartment,yes
975,condo,yes
1195,apartment,yes
1055,apartment,yes
1299,apartment,yes
1596,apartment,yes
1381,apartment,yes
1150,condo,yes
1142,apartment,yes
2800,house,yes
1655,apartment,yes
1695,townhouse,yes
1495,apartment,yes
1221,apartment,yes
1535,apartment,yes
950,apartment,yes
1300,apartment,yes
811,apartment,yes
1162,apartment,yes
1218,apartment,yes
1358,apartment,yes
1400,apartment,yes
1145,apartment,yes
1325,apartment,yes
1500,apartment,yes
1299,apartment,yes
1599,apartment,yes
1699,townhouse,yes
1350,house,yes
1263,apartment,yes
249,apartment,yes
1120,apartment,yes
1215,apartment,yes
1000,apartment,yes
1199,apartment,yes
1300,apartment,yes
1585,apartment,yes
1200,apartment,yes
1590,apartment,yes
1725,apartment,yes
1308,apartment,yes
1106,apartment,yes
1800,house,yes
1215,apartment,yes
1319,apartment,yes
1200,apartment,yes
2000,house,yes
1500,apartment,yes
1184,apartment,yes
900,apartment,yes
1221,apartment,yes
2290,house,yes
560,house,yes
1065,apartment,yes
1800,house,yes
1221,apartment,yes
1251,apartment,yes
888,apartment,yes
1128,apartment,yes
773,apartment,yes
1710,apartment,yes
1367,apartment,yes
995,apartment,yes
795,apartment,yes
950,apartment,yes
995,apartment,yes
1495,house,no
795,apartment,yes
995,apartment,yes
1395,house,no
1200,house,yes
1350,house,yes
1840,apartment,yes
1625,apartment,yes
2500,apartment,yes
1195,condo,yes
1245,apartment,yes
1160,house,yes
1425,apartment,yes
735,apartment,yes
570,house,yes
919,apartment,yes
1099,apartment,yes
880,apartment,yes
1129,apartment,yes
1205,apartment,yes
1309,apartment,yes
1235,apartment,yes
1025,duplex,yes
1285,apartment,yes
1635,apartment,yes
1324,apartment,yes
1204,apartment,yes
1625,apartment,yes
1159,apartment,yes
1575,apartment,yes
575,house,yes
920,apartment,yes
1328,apartment,yes
1100,apartment,yes
1895,house,no
1249,apartment,yes
1568,apartment,yes
909,apartment,yes
1274,apartment,yes
1128,apartment,yes
1365,apartment,yes
1330,apartment,yes
1175,apartment,yes
950,apartment,yes
1210,apartment,yes
1150,apartment,yes
1132,apartment,yes
1223,apartment,yes
960,apartment,yes
950,apartment,yes
1625,house,yes
890,apartment,yes
1095,apartment,yes
850,apartment,yes
1149,apartment,yes
1595,apartment,yes
1390,apartment,yes
907,apartment,yes
1221,apartment,yes
1225,apartment,yes
1310,apartment,yes
1359,apartment,yes
925,apartment,yes
1702,apartment,yes
985,apartment,yes
1010,apartment,yes
1212,apartment,yes
912,apartment,yes
1345,apartment,yes
917,apartment,yes
925,apartment,yes
1030,apartment,yes
1325,apartment,yes
1000,apartment,yes
694,apartment,yes
1166,apartment,yes
1115,apartment,yes
960,apartment,yes
1625,apartment,yes
925,apartment,yes
1300,apartment,yes
1121,apartment,yes
1550,house,yes
1172,apartment,yes
1577,apartment,yes
1416,apartment,yes
1192,apartment,yes
1536,apartment,yes
800,apartment,yes
1260,apartment,yes
2100,house,yes
1300,apartment,yes
1080,apartment,yes
1815,apartment,yes
1019,apartment,yes
770,apartment,yes
1515,apartment,yes
1130,apartment,yes
1106,apartment,yes
1299,apartment,yes
1320,apartment,yes
1195,apartment,yes
809,apartment,yes
1250,apartment,yes
1395,apartment,yes
1523,apartment,yes
1670,apartment,yes
1159,apartment,yes
1165,apartment,yes
1450,apartment,yes
1775,apartment,yes
1550,apartment,yes
1550,apartment,yes
800,cottage/cabin,yes
1525,apartment,yes
1775,apartment,yes
1185,manufactured,yes
875,manufactured,yes
1550,apartment,yes
1645,house,no
1695,house,yes
925,duplex,yes
775,apartment,yes
1775,apartment,yes
800,apartment,yes
650,apartment,yes
1200,duplex,yes
1535,house,yes
1585,apartment,yes
1485,apartment,yes
1200,house,yes
2000,house,yes
1100,house,yes
1300,condo,yes
2000,house,yes
1675,house,yes
1395,condo,yes
1650,house,yes
1400,house,yes
2300,house,yes
3200,house,no
2500,house,yes
1275,apartment,yes
2100,house,yes
1500,apartment,yes
1350,duplex,yes
1495,duplex,yes
925,condo,yes
895,apartment,yes
1650,house,yes
1250,townhouse,yes
1600,house,yes
750,apartment,yes
2295,house,no
1950,duplex,yes
2100,house,yes
1350,house,yes
1400,house,yes
1400,house,yes
1600,manufactured,yes
850,apartment,yes
500,house,no
1200,manufactured,yes
1695,house,yes
525,cottage/cabin,yes
1550,manufactured,yes
1609,apartment,yes
995,apartment,yes
1536,townhouse,yes
1500,apartment,yes
540,manufactured,yes
2050,house,yes
1600,townhouse,yes
1700,house,yes
2375,house,yes
1250,cottage/cabin,yes
1975,manufactured,yes
1795,apartment,yes
744,apartment,yes
765,apartment,yes
1533,apartment,yes
1695,house,no
1425,house,yes
1200,house,yes
2150,house,yes
895,duplex,yes
1475,house,yes
1025,apartment,yes
900,apartment,yes
1200,apartment,yes
960,apartment,yes
1100,apartment,yes
800,house,yes
1800,house,yes
650,apartment,yes
300,apartment,yes
1800,house,yes
850,apartment,yes
750,house,yes
1500,house,yes
1170,apartment,yes
1450,house,yes
2500,house,yes
1200,house,yes
1800,house,yes
1575,apartment,yes
1400,townhouse,yes
900,apartment,yes
450,manufactured,yes
750,house,yes
500,house,no
1950,apartment,yes
1500,condo,yes
995,apartment,yes
1500,duplex,yes
1100,house,yes
2500,house,no
1900,house,yes
998,apartment,yes
1200,condo,yes
1600,house,yes
2750,house,no
1345,apartment,yes
1375,house,yes
1100,apartment,yes
775,cottage/cabin,yes
689,apartment,yes
1195,condo,yes
704,apartment,yes
2100,house,yes
850,apartment,yes
1000,manufactured,yes
732,apartment,yes
825,apartment,yes
685,house,yes
744,townhouse,yes
850,apartment,yes
1200,condo,yes
1300,condo,yes
850,apartment,yes
595,apartment,yes
650,house,yes
845,apartment,no
900,apartment,yes
683,apartment,yes
750,manufactured,yes
885,apartment,yes
589,apartment,yes
650,duplex,yes
800,apartment,yes
732,apartment,yes
650,house,yes
1100,house,yes
950,manufactured,no
995,manufactured,no
1750,apartment,yes
1425,apartment,yes
1650,house,no
750,condo,yes
1400,house,yes
850,apartment,yes
1275,house,yes
1000,condo,yes
732,apartment,yes
950,house,unknown
900,house,unknown
850,apartment,unknown
1450,house,unknown
700,duplex,unknown
1500,house,unknown
732,apartment,unknown
683,apartment,unknown
800,apartment,unknown
165,apartment,unknown
704,apartment,unknown
850,apartment,unknown
1800,house,unknown
475,duplex,unknown
875,condo,unknown
732,apartment,unknown
1000,house,unknown
850,manufactured,unknown
890,apartment,unknown
995,apartment,unknown
855,apartment,unknown
715,apartment,unknown
750,apartment,unknown
590,apartment,unknown
715,apartment,unknown
545,apartment,unknown
680,apartment,unknown
975,house,unknown
620,apartment,unknown
725,apartment,unknown
995,apartment,unknown
755,apartment,unknown
1000,house,unknown
695,apartment,unknown
587,apartment,unknown
855,apartment,unknown
595,apartment,unknown
729,apartment,unknown
645,apartment,unknown
590,apartment,unknown
749,apartment,unknown
695,apartment,unknown
810,apartment,unknown
540,apartment,unknown
700,cottage/cabin,unknown
710,apartment,unknown
699,apartment,unknown
595,manufactured,unknown
815,apartment,unknown
1250,house,unknown
909,townhouse,unknown
1080,townhouse,unknown
600,apartment,unknown
535,apartment,unknown
695,apartment,unknown
540,apartment,unknown
550,apartment,unknown
1295,house,unknown
865,apartment,unknown
730,apartment,unknown
600,apartment,unknown
2495,house,unknown
697,apartment,unknown
1005,apartment,unknown
540,apartment,unknown
1090,apartment,unknown
865,apartment,unknown
69,apartment,unknown
1005,apartment,unknown
750,apartment,unknown
590,apartment,unknown
530,manufactured,unknown
530,manufactured,unknown
809,apartment,unknown
720,apartment,unknown
755,apartment,unknown
899,apartment,unknown
785,apartment,unknown
850,house,unknown
475,apartment,unknown
1000,house,unknown
595,duplex,unknown
1000,townhouse,unknown
705,apartment,unknown
199,apartment,unknown
625,apartment,unknown
1100,apartment,unknown
700,duplex,unknown
595,apartment,unknown
1235,apartment,unknown
729,apartment,unknown
789,apartment,unknown
995,apartment,unknown
699,apartment,unknown
720,apartment,unknown
795,duplex,unknown
1245,condo,unknown
1399,apartment,unknown
1320,apartment,unknown
699,apartment,unknown
1166,apartment,unknown
724,apartment,unknown
1399,apartment,unknown
1250,apartment,unknown
1010,apartment,unknown
1305,apartment,unknown
1850,house,unknown
900,house,unknown
645,apartment,unknown
1025,condo,unknown
645,apartment,unknown
545,apartment,unknown
725,apartment,unknown
799,apartment,unknown
693,apartment,unknown
575,house,unknown
894,house,unknown
592,apartment,unknown
624,apartment,unknown
750,house,unknown
833,apartment,unknown
1125,house,unknown
99,apartment,unknown
680,duplex,unknown
665,apartment,unknown
895,apartment,unknown
1125,condo,unknown
625,apartment,unknown
735,apartment,unknown
975,townhouse,unknown
845,apartment,unknown
775,apartment,unknown
895,townhouse,unknown
1325,house,unknown
1295,house,unknown
850,house,unknown
1150,townhouse,unknown
1400,house,unknown
1350,house,unknown
1350,house,unknown
540,apartment,unknown
1050,house,unknown
825,apartment,unknown
805,apartment,unknown
820,apartment,unknown
529,apartment,unknown
815,apartment,unknown
1275,house,unknown
795,apartment,unknown
795,apartment,unknown
1305,apartment,unknown
1291,apartment,unknown
1025,apartment,unknown
1380,apartment,unknown
1320,apartment,unknown
1010,apartment,unknown
1210,apartment,unknown
1015,apartment,unknown
645,apartment,unknown
845,apartment,unknown
925,apartment,unknown
1200,apartment,unknown
1380,apartment,unknown
785,apartment,unknown
724,apartment,unknown
505,apartment,unknown
1260,apartment,unknown
1450,duplex,unknown
1015,apartment,unknown
905,apartment,unknown
1270,apartment,unknown
1195,apartment,unknown
1025,apartment,unknown
620,apartment,unknown
839,apartment,unknown
629,apartment,unknown
1055,apartment,unknown
1415,apartment,unknown
1625,apartment,unknown
820,apartment,unknown
899,apartment,unknown
659,apartment,unknown
740,apartment,unknown
860,apartment,unknown
849,apartment,unknown
799,apartment,unknown
1027,apartment,unknown
1060,apartment,unknown
799,apartment,unknown
619,apartment,unknown
950,apartment,unknown
775,apartment,unknown
765,apartment,unknown
1265,apartment,unknown
589,apartment,unknown
759,apartment,unknown
526,apartment,unknown
450,apartment,unknown
1005,apartment,unknown
1115,apartment,unknown
1130,apartment,unknown
1050,house,unknown
900,apartment,unknown
1081,apartment,unknown
569,apartment,unknown
585,apartment,unknown
549,apartment,unknown
950,apartment,unknown
684,apartment,unknown
833,apartment,unknown
1115,apartment,unknown
559,apartment,unknown
1200,manufactured,unknown
995,apartment,unknown
1050,apartment,unknown
900,apartment,unknown
995,house,unknown
890,apartment,unknown
920,apartment,unknown
729,apartment,unknown
529,apartment,unknown
800,house,unknown
710,apartment,unknown
1350,apartment,unknown
1500,house,unknown
599,apartment,unknown
985,apartment,unknown
1025,apartment,unknown
579,apartment,unknown
785,apartment,unknown
819,apartment,unknown
1395,house,unknown
559,apartment,unknown
584,apartment,unknown
584,apartment,unknown
559,apartment,unknown
657,apartment,unknown
960,apartment,unknown
670,apartment,unknown
903,apartment,unknown
829,apartment,unknown
900,apartment,unknown
769,apartment,unknown
890,apartment,unknown
800,apartment,unknown
920,apartment,unknown
1065,apartment,unknown
579,apartment,yes
785,apartment,yes
1100,house,yes
819,apartment,yes
599,apartment,yes
719,apartment,yes
575,apartment,yes
860,apartment,yes
629,apartment,yes
839,apartment,yes
624,apartment,yes
900,townhouse,yes
880,apartment,yes
1240,apartment,yes
2100,house,yes
1020,apartment,yes
675,duplex,yes
760,apartment,yes
1339,apartment,yes
690,apartment,yes
584,apartment,yes
770,apartment,yes
605,apartment,yes
765,apartment,yes
1140,apartment,yes
937,apartment,yes
1295,house,yes
600,apartment,yes
880,apartment,yes
600,apartment,yes
559,apartment,no
559,apartment,no
690,apartment,yes
600,apartment,yes
729,apartment,yes
797,apartment,yes
990,apartment,yes
853,apartment,yes
589,apartment,yes
529,apartment,yes
1025,apartment,yes
690,apartment,yes
995,apartment,yes
1280,apartment,yes
600,house,yes
750,apartment,yes
849,apartment,yes
825,apartment,yes
1035,apartment,yes
724,apartment,yes
675,apartment,yes
730,apartment,yes
675,apartment,yes
1282,apartment,yes
605,apartment,yes
605,apartment,yes
585,apartment,yes
585,apartment,no
1412,apartment,yes
770,apartment,yes
1050,apartment,yes
1005,apartment,yes
595,apartment,yes
675,duplex,yes
725,apartment,yes
700,apartment,yes
785,apartment,yes
850,house,yes
625,apartment,yes
675,apartment,yes
775,apartment,yes
650,apartment,yes
1185,apartment,yes
650,apartment,yes
1375,house,yes
740,apartment,yes
825,apartment,yes
1080,apartment,yes
685,apartment,yes
803,apartment,yes
1170,apartment,yes
935,apartment,yes
930,apartment,yes
910,apartment,yes
525,apartment,yes
850,apartment,yes
1175,apartment,yes
505,apartment,yes
566,apartment,yes
832,apartment,yes
1295,house,yes
832,apartment,yes
928,apartment,yes
585,apartment,yes
925,apartment,yes
1024,apartment,yes
900,townhouse,yes
1050,apartment,yes
1350,apartment,yes
977,apartment,yes
1199,apartment,yes
635,apartment,yes
970,apartment,yes
1575,house,yes
1515,apartment,yes
849,apartment,yes
625,duplex,yes
975,apartment,yes
1150,apartment,yes
925,apartment,yes
1340,apartment,yes
407,house,yes
1025,townhouse,yes
700,apartment,yes
845,apartment,yes
815,apartment,yes
550,apartment,yes
970,apartment,yes
870,apartment,yes
1320,apartment,yes
700,apartment,yes
945,apartment,yes
769,apartment,yes
1655,apartment,yes
849,apartment,yes
920,apartment,yes
769,apartment,yes
529,apartment,yes
750,apartment,yes
550,apartment,yes
1880,apartment,yes
995,apartment,yes
725,apartment,yes
0,apartment,yes
870,apartment,yes
770,apartment,yes
830,apartment,yes
1050,house,yes
900,apartment,yes
1213,condo,yes
1210,apartment,yes
550,apartment,yes
890,house,yes
825,apartment,yes
600,apartment,yes
805,apartment,yes
426,house,no
1346,townhouse,yes
720,apartment,yes
650,apartment,yes
695,apartment,yes
595,apartment,yes
1495,house,yes
1795,house,yes
1750,house,yes
625,apartment,yes
1733,apartment,yes
725,townhouse,yes
716,apartment,yes
1166,apartment,yes
880,apartment,yes
403,apartment,yes
1576,apartment,yes
920,apartment,yes
1115,apartment,yes
775,apartment,yes
740,apartment,yes
830,apartment,yes
624,apartment,yes
584,apartment,yes
895,apartment,yes
1249,apartment,yes
949,apartment,yes
695,apartment,yes
949,apartment,yes
559,apartment,yes
705,apartment,yes
909,apartment,yes
675,apartment,yes
690,apartment,yes
766,apartment,yes
789,apartment,yes
1070,apartment,yes
690,apartment,yes
1150,house,yes
407,house,yes
0,apartment,yes
0,apartment,yes
0,apartment,yes
0,apartment,yes
869,apartment,yes
0,apartment,yes
820,apartment,yes
724,apartment,yes
619,apartment,yes
1050,house,yes
1050,duplex,yes
846,apartment,yes
839,apartment,yes
950,condo,yes
799,apartment,yes
670,apartment,yes
640,apartment,yes
860,apartment,yes
589,apartment,yes
853,apartment,yes
559,apartment,yes
775,apartment,yes
849,apartment,yes
793,apartment,yes
995,apartment,yes
825,apartment,yes
549,apartment,yes
966,apartment,yes
740,apartment,yes
925,apartment,yes
657,apartment,yes
1400,house,yes
685,apartment,yes
890,apartment,yes
828,apartment,yes
1255,apartment,yes
800,apartment,yes
829,apartment,yes
829,apartment,yes
495,apartment,yes
665,apartment,yes
579,apartment,yes
1189,apartment,yes
610,apartment,yes
10108,apartment,yes
881,apartment,yes
1100,apartment,yes
650,house,yes
807,apartment,yes
669,apartment,yes
1213,house,yes
803,apartment,yes
829,apartment,yes
849,apartment,yes
1750,house,no
1350,house,yes
1350,house,yes
1400,house,no
575,duplex,yes
1800,house,no
850,condo,yes
995,condo,yes
833,apartment,yes
925,condo,no
895,house,no
1323,house,yes
630,house,yes
724,apartment,yes
805,apartment,yes
833,apartment,yes
995,apartment,yes
833,apartment,yes
1025,house,no
1195,house,yes
890,townhouse,yes
716,apartment,yes
950,apartment,yes
750,apartment,yes
550,house,yes
1295,house,yes
1275,apartment,yes
1260,apartment,yes
900,apartment,yes
900,apartment,yes
